method,dataset,step_setting,metric,time_type,result,threshold_type
scIMF,SuoDataset,multi_step,PRECISION,Pseudotime,0.512396694214876,prc
scIMF,SuoDataset,multi_step,RECALL,Pseudotime,1.0,prc
scIMF,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.462547840349918,prc
scIMF,SuoDataset,single_step,threshold,Pseudotime,0.0,prc
scIMF,SuoDataset,single_step,F1,Pseudotime,0.1666666666666666,prc
scIMF,SuoDataset,single_step,AUC_PRC,Pseudotime,0.1500423439228368,prc
scIMF,SuoDataset,single_step,PRECISION,Pseudotime,0.0909090909090909,prc
scIMF,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
scIMF,SuoDataset,single_step,AUC_ROC,Pseudotime,0.6666666666666667,prc
scIMF,MaDataset,multi_step,threshold,Pseudotime,0.17648679,prc
scIMF,MaDataset,multi_step,F1,Pseudotime,0.8181818181818182,prc
scIMF,MaDataset,multi_step,AUC_PRC,Pseudotime,0.5043209876543211,prc
scIMF,MaDataset,multi_step,PRECISION,Pseudotime,0.6923076923076923,prc
scIMF,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
scIMF,MaDataset,multi_step,AUC_ROC,Pseudotime,0.3968253968253968,prc
scIMF,MaDataset,single_step,threshold,Pseudotime,0.17648679,prc
scIMF,MaDataset,single_step,F1,Pseudotime,0.6666666666666666,prc
scIMF,MaDataset,single_step,AUC_PRC,Pseudotime,0.4111111111111111,prc
scIMF,MaDataset,single_step,PRECISION,Pseudotime,0.5,prc
scIMF,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
scIMF,MaDataset,single_step,AUC_ROC,Pseudotime,0.7948717948717949,prc
CellMNN,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.0046602893,prc
CellMNN,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.6666666666666666,prc
CellMNN,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.4193160597572362,prc
CellMNN,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.5,prc
CellMNN,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
CellMNN,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.2901234567901234,prc
CellMNN,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.0,prc
CellMNN,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.2857142857142857,prc
CellMNN,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.2163888888888888,prc
CellMNN,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.1666666666666666,prc
CellMNN,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
CellMNN,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.6193548387096774,prc
scIMF,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.512396694214876,prc
scIMF,SuoDataset,single_step,JaccardSimilarity,Real Time,0.0909090909090909,prc
scIMF,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
scIMF,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.1785714285714285,prc
scIMF,MaDataset,multi_step,JaccardSimilarity,Real Time,0.5625,prc
scIMF,MaDataset,single_step,JaccardSimilarity,Real Time,0.3,prc
scIMF,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.5,prc
scIMF,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.3125,prc
scIMF,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.512396694214876,prc
scIMF,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.0909090909090909,prc
scIMF,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.6923076923076923,prc
scIMF,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.5,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.00027777778,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4264140180806848,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.337962962962963,prc
PRESCIENT,GarciaAlonsoDataset,single_step,threshold,Real Time,0.0,prc
PRESCIENT,GarciaAlonsoDataset,single_step,F1,Real Time,0.2857142857142857,prc
PRESCIENT,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.19,prc
PRESCIENT,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.1666666666666666,prc
PRESCIENT,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
PRESCIENT,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.535483870967742,prc
CellMNN,SuoDataset,multi_step,threshold,Pseudotime,0.0,prc
CellMNN,SuoDataset,multi_step,F1,Pseudotime,0.6775956284153005,prc
CellMNN,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.5568371725655404,prc
CellMNN,SuoDataset,multi_step,PRECISION,Pseudotime,0.512396694214876,prc
CellMNN,SuoDataset,multi_step,RECALL,Pseudotime,1.0,prc
CellMNN,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.5306178239475123,prc
CellMNN,SuoDataset,single_step,threshold,Pseudotime,0.0,prc
CellMNN,SuoDataset,single_step,F1,Pseudotime,0.1666666666666666,prc
CellMNN,SuoDataset,single_step,AUC_PRC,Pseudotime,0.1434310009504735,prc
CellMNN,SuoDataset,single_step,PRECISION,Pseudotime,0.0909090909090909,prc
CellMNN,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
CellMNN,SuoDataset,single_step,AUC_ROC,Pseudotime,0.6657657657657658,prc
PRESCIENT,MaDataset,multi_step,threshold,Real Time,0.13039118,prc
PRESCIENT,MaDataset,multi_step,F1,Real Time,0.8181818181818182,prc
PRESCIENT,MaDataset,multi_step,AUC_PRC,Real Time,0.6514550264550265,prc
PRESCIENT,MaDataset,multi_step,PRECISION,Real Time,0.6923076923076923,prc
PRESCIENT,MaDataset,multi_step,RECALL,Real Time,1.0,prc
PRESCIENT,MaDataset,multi_step,AUC_ROC,Real Time,0.4603174603174603,prc
PRESCIENT,MaDataset,single_step,threshold,Real Time,0.13039118,prc
PRESCIENT,MaDataset,single_step,F1,Real Time,0.5454545454545454,prc
PRESCIENT,MaDataset,single_step,AUC_PRC,Real Time,0.6805555555555556,prc
PRESCIENT,MaDataset,single_step,PRECISION,Real Time,0.375,prc
PRESCIENT,MaDataset,single_step,RECALL,Real Time,1.0,prc
PRESCIENT,MaDataset,single_step,AUC_ROC,Real Time,0.8461538461538461,prc
CellMNN,MaDataset,multi_step,threshold,Pseudotime,0.030011013,prc
CellMNN,MaDataset,multi_step,F1,Pseudotime,0.8181818181818182,prc
CellMNN,MaDataset,multi_step,AUC_PRC,Pseudotime,0.6051587301587302,prc
CellMNN,MaDataset,multi_step,PRECISION,Pseudotime,0.6923076923076923,prc
CellMNN,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
CellMNN,MaDataset,multi_step,AUC_ROC,Pseudotime,0.4761904761904762,prc
CellMNN,MaDataset,single_step,threshold,Pseudotime,0.030011013,prc
CellMNN,MaDataset,single_step,F1,Pseudotime,0.6666666666666666,prc
CellMNN,MaDataset,single_step,AUC_PRC,Pseudotime,0.6666666666666667,prc
CellMNN,MaDataset,single_step,PRECISION,Pseudotime,0.5,prc
CellMNN,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
CellMNN,MaDataset,single_step,AUC_ROC,Pseudotime,0.8717948717948718,prc
CellMNN,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.512396694214876,prc
CellMNN,SuoDataset,single_step,JaccardSimilarity,Real Time,0.0909090909090909,prc
CellMNN,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
CellMNN,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.1666666666666666,prc
CellMNN,MaDataset,multi_step,JaccardSimilarity,Real Time,0.6923076923076923,prc
CellMNN,MaDataset,single_step,JaccardSimilarity,Real Time,0.5,prc
CellMNN,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.5,prc
CellMNN,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.1666666666666666,prc
CellMNN,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.512396694214876,prc
CellMNN,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.0909090909090909,prc
CellMNN,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.6923076923076923,prc
CellMNN,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.5,prc
PISDE,SuoDataset,multi_step,threshold,Real Time,0.0,prc
PISDE,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
PISDE,SuoDataset,multi_step,AUC_PRC,Real Time,0.512396694214876,prc
PISDE,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
PISDE,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
PISDE,SuoDataset,multi_step,AUC_ROC,Real Time,0.4152542372881356,prc
PISDE,SuoDataset,single_step,threshold,Real Time,0.0,prc
PISDE,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
PISDE,SuoDataset,single_step,AUC_PRC,Real Time,0.0826446280991735,prc
PISDE,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
PISDE,SuoDataset,single_step,RECALL,Real Time,1.0,prc
PISDE,SuoDataset,single_step,AUC_ROC,Real Time,0.4549549549549549,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.045088567,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.8372093023255814,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.6488044363044364,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.72,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.5462962962962963,prc
PRESCIENT,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.041697327,prc
PRESCIENT,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.4761904761904761,prc
PRESCIENT,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.4240384615384616,prc
PRESCIENT,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.3125,prc
PRESCIENT,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.7741935483870968,prc
PRESCIENT,SuoDataset,multi_step,threshold,Pseudotime,0.0,prc
PRESCIENT,SuoDataset,multi_step,F1,Pseudotime,0.6775956284153005,prc
PRESCIENT,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.5904480369249115,prc
PRESCIENT,SuoDataset,multi_step,PRECISION,Pseudotime,0.512396694214876,prc
PRESCIENT,SuoDataset,multi_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.5442864953526517,prc
PRESCIENT,SuoDataset,single_step,threshold,Pseudotime,0.0,prc
PRESCIENT,SuoDataset,single_step,F1,Pseudotime,0.1666666666666666,prc
PRESCIENT,SuoDataset,single_step,AUC_PRC,Pseudotime,0.1690527634917221,prc
PRESCIENT,SuoDataset,single_step,PRECISION,Pseudotime,0.0909090909090909,prc
PRESCIENT,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,SuoDataset,single_step,AUC_ROC,Pseudotime,0.6162162162162161,prc
PRESCIENT,MaDataset,multi_step,threshold,Pseudotime,0.122797355,prc
PRESCIENT,MaDataset,multi_step,F1,Pseudotime,0.8181818181818182,prc
PRESCIENT,MaDataset,multi_step,AUC_PRC,Pseudotime,0.6212962962962963,prc
PRESCIENT,MaDataset,multi_step,PRECISION,Pseudotime,0.6923076923076923,prc
PRESCIENT,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,MaDataset,multi_step,AUC_ROC,Pseudotime,0.5396825396825398,prc
PRESCIENT,MaDataset,single_step,threshold,Pseudotime,0.122797355,prc
PRESCIENT,MaDataset,single_step,F1,Pseudotime,0.5454545454545454,prc
PRESCIENT,MaDataset,single_step,AUC_PRC,Pseudotime,0.4583333333333332,prc
PRESCIENT,MaDataset,single_step,PRECISION,Pseudotime,0.375,prc
PRESCIENT,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
PRESCIENT,MaDataset,single_step,AUC_ROC,Pseudotime,0.7948717948717949,prc
PRESCIENT,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.512396694214876,prc
PRESCIENT,SuoDataset,single_step,JaccardSimilarity,Real Time,0.0909090909090909,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
PRESCIENT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.1666666666666666,prc
PRESCIENT,MaDataset,multi_step,JaccardSimilarity,Real Time,0.6923076923076923,prc
PRESCIENT,MaDataset,single_step,JaccardSimilarity,Real Time,0.375,prc
PRESCIENT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.72,prc
PRESCIENT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.3125,prc
PRESCIENT,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.512396694214876,prc
PRESCIENT,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.0909090909090909,prc
PRESCIENT,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.6923076923076923,prc
PRESCIENT,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.375,prc
PISDE,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.0,prc
PISDE,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
PISDE,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4833333333333333,prc
PISDE,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
PISDE,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
PISDE,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.4166666666666666,prc
PISDE,GarciaAlonsoDataset,single_step,threshold,Real Time,0.0,prc
PISDE,GarciaAlonsoDataset,single_step,F1,Real Time,0.2857142857142857,prc
PISDE,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.1511111111111111,prc
PISDE,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.1666666666666666,prc
PISDE,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
PISDE,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.535483870967742,prc
PISDE,MaDataset,multi_step,threshold,Real Time,0.0,prc
PISDE,MaDataset,multi_step,F1,Real Time,0.72,prc
PISDE,MaDataset,multi_step,AUC_PRC,Real Time,0.5856481481481481,prc
PISDE,MaDataset,multi_step,PRECISION,Real Time,0.5625,prc
PISDE,MaDataset,multi_step,RECALL,Real Time,1.0,prc
PISDE,MaDataset,multi_step,AUC_ROC,Real Time,0.5396825396825398,prc
PISDE,MaDataset,single_step,threshold,Real Time,0.0,prc
PISDE,MaDataset,single_step,F1,Real Time,0.4,prc
PISDE,MaDataset,single_step,AUC_PRC,Real Time,0.2361111111111111,prc
PISDE,MaDataset,single_step,PRECISION,Real Time,0.25,prc
PISDE,MaDataset,single_step,RECALL,Real Time,1.0,prc
PISDE,MaDataset,single_step,AUC_ROC,Real Time,0.5897435897435898,prc
PISDE,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.0,prc
PISDE,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.6666666666666666,prc
PISDE,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.4833333333333333,prc
PISDE,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.5,prc
PISDE,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
PISDE,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.4104938271604938,prc
PISDE,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.0,prc
PISDE,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.2857142857142857,prc
PISDE,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.1511111111111111,prc
PISDE,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.1666666666666666,prc
PISDE,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
PISDE,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.5225806451612903,prc
PISDE,SuoDataset,multi_step,threshold,Pseudotime,0.0,prc
PISDE,SuoDataset,multi_step,F1,Pseudotime,0.6775956284153005,prc
PISDE,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.510940280399587,prc
PISDE,SuoDataset,multi_step,PRECISION,Pseudotime,0.512396694214876,prc
PISDE,SuoDataset,multi_step,RECALL,Pseudotime,1.0,prc
PISDE,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.4231820667031164,prc
PISDE,SuoDataset,single_step,threshold,Pseudotime,0.0,prc
PISDE,SuoDataset,single_step,F1,Pseudotime,0.1666666666666666,prc
PISDE,SuoDataset,single_step,AUC_PRC,Pseudotime,0.1036654920831818,prc
PISDE,SuoDataset,single_step,PRECISION,Pseudotime,0.0909090909090909,prc
PISDE,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
PISDE,SuoDataset,single_step,AUC_ROC,Pseudotime,0.5373873873873873,prc
PISDE,MaDataset,multi_step,threshold,Pseudotime,0.0013766519,prc
PISDE,MaDataset,multi_step,F1,Pseudotime,0.9,prc
PISDE,MaDataset,multi_step,AUC_PRC,Pseudotime,0.6071428571428572,prc
PISDE,MaDataset,multi_step,PRECISION,Pseudotime,0.8181818181818182,prc
PISDE,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
PISDE,MaDataset,multi_step,AUC_ROC,Pseudotime,0.5873015873015873,prc
PISDE,MaDataset,single_step,threshold,Pseudotime,0.00079554494,prc
PISDE,MaDataset,single_step,F1,Pseudotime,0.6,prc
PISDE,MaDataset,single_step,AUC_PRC,Pseudotime,0.4206349206349206,prc
PISDE,MaDataset,single_step,PRECISION,Pseudotime,0.4285714285714285,prc
PISDE,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
PISDE,MaDataset,single_step,AUC_ROC,Pseudotime,0.782051282051282,prc
PISDE,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.512396694214876,prc
PISDE,SuoDataset,single_step,JaccardSimilarity,Real Time,0.0909090909090909,prc
PISDE,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
PISDE,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.1666666666666666,prc
PISDE,MaDataset,multi_step,JaccardSimilarity,Real Time,0.5625,prc
PISDE,MaDataset,single_step,JaccardSimilarity,Real Time,0.25,prc
PISDE,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.5,prc
PISDE,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.1666666666666666,prc
PISDE,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.512396694214876,prc
PISDE,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.0909090909090909,prc
PISDE,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.8181818181818182,prc
PISDE,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.4285714285714285,prc
Correlation,SuoDataset,multi_step,threshold,Real Time,0.0,prc
Correlation,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
Correlation,SuoDataset,multi_step,AUC_PRC,Real Time,0.5755441440810573,prc
Correlation,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
Correlation,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
Correlation,SuoDataset,multi_step,AUC_ROC,Real Time,0.5172225259704757,prc
Correlation,SuoDataset,single_step,threshold,Real Time,0.0,prc
Correlation,SuoDataset,single_step,F1,Real Time,0.16666666666666666,prc
Correlation,SuoDataset,single_step,AUC_PRC,Real Time,0.2695352627170809,prc
Correlation,SuoDataset,single_step,PRECISION,Real Time,0.09090909090909091,prc
Correlation,SuoDataset,single_step,RECALL,Real Time,1.0,prc
Correlation,SuoDataset,single_step,AUC_ROC,Real Time,0.6792792792792792,prc
Correlation,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.008822788001008318,prc
Correlation,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
Correlation,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.40107889024555693,prc
Correlation,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
Correlation,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
Correlation,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.1728395061728395,prc
Correlation,GarciaAlonsoDataset,single_step,threshold,Real Time,0.008822788001008318,prc
Correlation,GarciaAlonsoDataset,single_step,F1,Real Time,0.38461538461538464,prc
Correlation,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.26202686202686204,prc
Correlation,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.23809523809523808,prc
Correlation,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
Correlation,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.7096774193548387,prc
Correlation,MaDataset,multi_step,threshold,Real Time,0.0,prc
Correlation,MaDataset,multi_step,F1,Real Time,0.72,prc
Correlation,MaDataset,multi_step,AUC_PRC,Real Time,0.6268518518518519,prc
Correlation,MaDataset,multi_step,PRECISION,Real Time,0.5625,prc
Correlation,MaDataset,multi_step,RECALL,Real Time,1.0,prc
Correlation,MaDataset,multi_step,AUC_ROC,Real Time,0.42857142857142855,prc
Correlation,MaDataset,single_step,threshold,Real Time,0.0,prc
Correlation,MaDataset,single_step,F1,Real Time,0.4,prc
Correlation,MaDataset,single_step,AUC_PRC,Real Time,0.5291666666666667,prc
Correlation,MaDataset,single_step,PRECISION,Real Time,0.25,prc
Correlation,MaDataset,single_step,RECALL,Real Time,1.0,prc
Correlation,MaDataset,single_step,AUC_ROC,Real Time,0.6923076923076923,prc
Correlation,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.024120603015075376,prc
Correlation,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.6666666666666666,prc
Correlation,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.4081022132173027,prc
Correlation,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.5,prc
Correlation,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
Correlation,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.25462962962962965,prc
Correlation,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.024120603015075376,prc
Correlation,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.45454545454545453,prc
Correlation,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.29429971988795517,prc
Correlation,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.29411764705882354,prc
Correlation,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
Correlation,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.7677419354838709,prc
Correlation,SuoDataset,multi_step,threshold,Pseudotime,0.0,prc
Correlation,SuoDataset,multi_step,F1,Pseudotime,0.6775956284153005,prc
Correlation,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.5934934437679504,prc
Correlation,SuoDataset,multi_step,PRECISION,Pseudotime,0.512396694214876,prc
Correlation,SuoDataset,multi_step,RECALL,Pseudotime,1.0,prc
Correlation,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.5453799890650629,prc
Correlation,SuoDataset,single_step,threshold,Pseudotime,0.0,prc
Correlation,SuoDataset,single_step,F1,Pseudotime,0.16666666666666666,prc
Correlation,SuoDataset,single_step,AUC_PRC,Pseudotime,0.2233052931916568,prc
Correlation,SuoDataset,single_step,PRECISION,Pseudotime,0.09090909090909091,prc
Correlation,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
Correlation,SuoDataset,single_step,AUC_ROC,Pseudotime,0.6963963963963964,prc
Correlation,MaDataset,multi_step,threshold,Pseudotime,0.011137629276054098,prc
Correlation,MaDataset,multi_step,F1,Pseudotime,0.8181818181818182,prc
Correlation,MaDataset,multi_step,AUC_PRC,Pseudotime,0.5384920634920635,prc
Correlation,MaDataset,multi_step,PRECISION,Pseudotime,0.6923076923076923,prc
Correlation,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
Correlation,MaDataset,multi_step,AUC_ROC,Pseudotime,0.47619047619047616,prc
Correlation,MaDataset,single_step,threshold,Pseudotime,0.011137629276054098,prc
Correlation,MaDataset,single_step,F1,Pseudotime,0.6,prc
Correlation,MaDataset,single_step,AUC_PRC,Pseudotime,0.44285714285714284,prc
Correlation,MaDataset,single_step,PRECISION,Pseudotime,0.42857142857142855,prc
Correlation,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
Correlation,MaDataset,single_step,AUC_ROC,Pseudotime,0.7948717948717949,prc
Correlation,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.512396694214876,prc
Correlation,SuoDataset,single_step,JaccardSimilarity,Real Time,0.09090909090909091,prc
Correlation,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
Correlation,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.23809523809523808,prc
Correlation,MaDataset,multi_step,JaccardSimilarity,Real Time,0.5625,prc
Correlation,MaDataset,single_step,JaccardSimilarity,Real Time,0.25,prc
Correlation,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.5,prc
Correlation,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.29411764705882354,prc
Correlation,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.512396694214876,prc
Correlation,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.09090909090909091,prc
Correlation,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.6923076923076923,prc
Correlation,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.42857142857142855,prc
ot_cfm,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.034166668,prc
ot_cfm,GarciaAlonsoDataset,multi_step,F1,Real Time,0.7346938775510204,prc
ot_cfm,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.49417932890155114,prc
ot_cfm,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5806451612903226,prc
ot_cfm,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
ot_cfm,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.38425925925925924,prc
ot_cfm,GarciaAlonsoDataset,single_step,threshold,Real Time,0.0020876827,prc
ot_cfm,GarciaAlonsoDataset,single_step,F1,Real Time,0.3225806451612903,prc
ot_cfm,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.42512820512820515,prc
ot_cfm,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.19230769230769232,prc
ot_cfm,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
ot_cfm,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.7096774193548387,prc
ot_cfm,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5806451612903226,prc
